CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00974,251,1,1126.91,1,1,1,3,Hibernating
CUST00975,179,3,4812.74,2,2,2,6,Hibernating
CUST00976,201,8,14415.05,2,3,3,8,At Risk
CUST00977,110,2,1649.8600000000001,3,1,1,5,Potential Loyalist
CUST00978,33,4,15333.390000000001,4,2,3,9,Potential Loyalist
CUST00979,5,9,24775.25,4,4,4,12,Champions
CUST00980,216,1,1449.91,2,1,1,4,Hibernating
CUST00981,313,7,12474.02,1,3,3,7,At Risk
CUST00982,322,2,5070.92,1,1,2,4,Hibernating
CUST00983,24,31,63870.99,4,4,4,12,Champions
CUST00984,253,3,12713.89,1,2,3,6,Needs Attention
CUST00985,43,3,2937.27,4,2,1,7,Potential Loyalist
CUST00986,171,1,1452.0,2,1,1,4,Hibernating
CUST00987,290,4,8189.89,1,2,2,5,Hibernating
CUST00988,249,10,28570.61,1,4,4,9,At Risk
CUST00989,242,4,14584.039999999999,2,2,3,7,Needs Attention
CUST00990,208,4,13006.32,2,2,3,7,Needs Attention
CUST00991,380,3,1448.3200000000002,1,2,1,4,Hibernating
CUST00992,169,3,6005.860000000001,2,2,2,6,Hibernating
CUST00993,145,2,10382.35,2,1,3,6,Needs Attention
CUST00994,471,1,575.62,1,1,1,3,Hibernating
CUST00995,64,10,17355.45,3,4,3,10,Loyal Customers
CUST00996,112,6,9909.01,3,3,3,9,Loyal Customers
CUST00997,277,3,10842.67,1,2,3,6,Needs Attention
CUST00998,27,4,7583.71,4,2,2,8,Potential Loyalist
CUST00999,168,7,15494.71,2,3,3,8,At Risk
CUST01000,54,9,30592.75,3,4,4,11,Loyal Customers
CUST01001,15,10,30931.829999999998,4,4,4,12,Champions
CUST01002,120,4,8813.900000000001,3,2,2,7,Potential Loyalist
CUST01003,14,3,1886.44,4,2,1,7,Potential Loyalist
CUST01004,48,14,31589.56,3,4,4,11,Loyal Customers
CUST01005,157,4,5287.96,2,2,2,6,Hibernating
CUST01006,67,2,2348.06,3,1,1,5,Potential Loyalist
CUST01007,9,13,31787.71,4,4,4,12,Champions
CUST01008,223,13,20702.94,2,4,4,10,At Risk
CUST01009,12,4,6237.14,4,2,2,8,Potential Loyalist
CUST01010,346,6,17713.65,1,3,3,7,At Risk
CUST01011,269,3,7687.37,1,2,2,5,Hibernating
CUST01012,72,4,5312.02,3,2,2,7,Potential Loyalist
CUST01013,7,6,6676.3,4,3,2,9,Loyal Customers
CUST01014,337,10,20473.13,1,4,4,9,At Risk
CUST01015,198,18,47281.93,2,4,4,10,At Risk
CUST01016,319,8,19450.13,1,3,4,8,At Risk
CUST01017,6,1,2182.21,4,1,1,6,Potential Loyalist
CUST01018,43,8,28000.769999999997,4,3,4,11,Loyal Customers
CUST01019,270,11,22597.9,1,4,4,9,At Risk
CUST01020,529,1,1723.74,1,1,1,3,Hibernating
CUST01021,103,2,6234.33,3,1,2,6,Potential Loyalist
CUST01022,158,7,22133.13,2,3,4,9,At Risk
CUST01023,59,4,12446.880000000001,3,2,3,8,Potential Loyalist
CUST01024,592,1,495.92,1,1,1,3,Hibernating
CUST01025,89,2,6146.93,3,1,2,6,Potential Loyalist
CUST01026,43,4,10144.57,4,2,3,9,Potential Loyalist
CUST01027,222,5,13651.51,2,3,3,8,At Risk
CUST01028,79,6,6396.089999999999,3,3,2,8,Loyal Customers
CUST01029,249,2,1667.56,1,1,1,3,Hibernating
CUST01031,178,6,8593.43,2,3,2,7,At Risk
CUST01032,181,1,401.78,2,1,1,4,Hibernating
CUST01033,205,2,1967.6100000000001,2,1,1,4,Hibernating
CUST01034,523,1,4201.76,1,1,1,3,Hibernating
CUST01035,243,1,1516.71,1,1,1,3,Hibernating
CUST01038,5,4,6124.9,4,2,2,8,Potential Loyalist
CUST01039,14,12,31547.57,4,4,4,12,Champions
CUST01040,154,3,4918.21,2,2,2,6,Hibernating
CUST01041,55,11,22289.13,3,4,4,11,Loyal Customers
CUST01042,48,2,2905.6800000000003,3,1,1,5,Potential Loyalist
CUST01043,323,2,2253.0200000000004,1,1,1,3,Hibernating
CUST01044,471,1,464.65,1,1,1,3,Hibernating
CUST01046,270,2,999.17,1,2,1,4,Hibernating
CUST01047,11,6,9287.51,4,3,3,10,Loyal Customers
CUST01048,517,7,15593.539999999999,1,3,3,7,At Risk
CUST01049,331,1,2155.62,1,1,1,3,Hibernating
CUST01050,1,5,4826.83,4,3,2,9,Loyal Customers
CUST01051,344,5,7956.79,1,3,2,6,At Risk
CUST01052,406,2,6774.54,1,2,2,5,Hibernating
CUST01053,97,7,18725.46,3,3,4,10,Loyal Customers
CUST01054,146,7,18899.84,2,3,4,9,At Risk
CUST01055,10,50,97545.28,4,4,4,12,Champions
CUST01057,117,16,28784.48,3,4,4,11,Loyal Customers
CUST01058,320,4,9821.73,1,2,3,6,Needs Attention
CUST01059,78,4,8422.21,3,2,2,7,Potential Loyalist
CUST01060,353,2,4246.87,1,2,1,4,Hibernating
CUST01061,75,15,36098.45,3,4,4,11,Loyal Customers
CUST01062,216,3,5418.03,2,2,2,6,Hibernating
CUST01063,49,2,3594.5200000000004,3,2,1,6,Potential Loyalist
CUST01064,409,4,7546.52,1,2,2,5,Hibernating
CUST01065,19,10,16350.029999999999,4,4,3,11,Champions
CUST01066,30,15,20903.35,4,4,4,12,Champions
CUST01067,115,5,8761.48,3,3,2,8,Loyal Customers
CUST01068,257,3,2990.7799999999997,1,2,1,4,Hibernating
CUST01069,197,4,13974.04,2,2,3,7,Needs Attention
CUST01070,35,11,18762.26,4,4,4,12,Champions
CUST01071,172,4,5735.23,2,2,2,6,Hibernating
CUST01072,257,1,9714.64,1,1,3,5,Needs Attention
CUST01073,98,12,20243.71,3,4,4,11,Loyal Customers
CUST01074,69,66,134323.3,3,4,4,11,Loyal Customers
CUST01075,57,7,8009.22,3,3,2,8,Loyal Customers
CUST01076,296,7,11898.18,1,3,3,7,At Risk
CUST01077,1,22,50582.32,4,4,4,12,Champions
CUST01078,97,2,5073.13,3,2,2,7,Potential Loyalist
CUST01079,35,3,3766.94,4,2,1,7,Potential Loyalist
CUST01080,4,37,86686.56,4,4,4,12,Champions
CUST01081,218,3,7184.370000000001,2,2,2,6,Hibernating
CUST01082,172,8,18646.72,2,4,4,10,At Risk
CUST01083,158,6,13487.26,2,3,3,8,At Risk
CUST01084,143,6,17004.670000000002,2,3,3,8,At Risk
CUST01085,299,3,4915.66,1,2,2,5,Hibernating
CUST01086,27,20,24329.76,4,4,4,12,Champions
CUST01087,82,13,25448.81,3,4,4,11,Loyal Customers
CUST01089,12,12,21530.32,4,4,4,12,Champions
CUST01090,211,3,7684.82,2,2,2,6,Hibernating
CUST01091,218,1,1997.96,2,1,1,4,Hibernating
CUST01092,275,2,3460.5099999999998,1,2,1,4,Hibernating
CUST01093,316,1,8835.48,1,1,2,4,Hibernating
CUST01094,62,4,4793.780000000001,3,2,2,7,Potential Loyalist
CUST01095,24,11,20046.82,4,4,4,12,Champions
CUST01096,33,9,19971.670000000002,4,4,4,12,Champions
CUST01097,58,5,10425.0,3,3,3,9,Loyal Customers
CUST01098,221,2,4681.67,2,2,2,6,Hibernating
CUST01099,371,5,15356.81,1,3,3,7,At Risk
CUST01100,52,16,28850.22,3,4,4,11,Loyal Customers
CUST01101,39,4,4503.1,4,3,2,9,Loyal Customers
CUST01102,350,1,744.86,1,1,1,3,Hibernating
CUST01103,18,2,1823.07,4,2,1,7,Potential Loyalist
CUST01104,72,3,2591.77,3,2,1,6,Potential Loyalist
CUST01105,356,2,3343.2400000000002,1,2,1,4,Hibernating
CUST01106,582,1,1905.22,1,1,1,3,Hibernating
CUST01107,166,18,45771.88,2,4,4,10,At Risk
CUST01108,178,5,8483.6,2,3,2,7,At Risk
CUST01109,242,2,4435.53,2,2,2,6,Hibernating
CUST01110,242,4,9134.529999999999,2,3,3,8,At Risk
CUST01111,59,2,4789.17,3,2,2,7,Potential Loyalist
CUST01112,141,1,4559.08,2,1,2,5,Hibernating
CUST01113,53,5,11801.759999999998,3,3,3,9,Loyal Customers
CUST01114,159,1,2331.13,2,1,1,4,Hibernating
CUST01115,32,8,20050.85,4,4,4,12,Champions
CUST01116,47,43,84856.65,3,4,4,11,Loyal Customers
CUST01117,54,3,4383.56,3,2,2,7,Potential Loyalist
CUST01118,359,2,3674.4,1,2,1,4,Hibernating
CUST01119,107,11,23335.01,3,4,4,11,Loyal Customers
CUST01120,155,4,9218.77,2,3,3,8,At Risk
CUST01121,279,1,1156.23,1,1,1,3,Hibernating
CUST01122,100,10,15124.05,3,4,3,10,Loyal Customers
CUST01123,87,1,1336.98,3,1,1,5,Potential Loyalist
CUST01124,245,6,10052.31,1,3,3,7,At Risk
CUST01125,362,1,3057.29,1,1,1,3,Hibernating
CUST01126,40,3,3216.54,4,2,1,7,Potential Loyalist
CUST01127,241,8,11603.06,2,4,3,9,At Risk
CUST01128,134,11,24330.11,2,4,4,10,At Risk
CUST01129,149,1,1516.99,2,1,1,4,Hibernating
CUST01130,310,1,1504.74,1,1,1,3,Hibernating
CUST01131,169,9,8065.49,2,4,2,8,At Risk
CUST01132,41,6,13319.7,4,3,3,10,Loyal Customers
CUST01133,633,1,2590.65,1,1,1,3,Hibernating
CUST01134,17,10,13001.7,4,4,3,11,Champions
CUST01135,28,4,6576.469999999999,4,3,2,9,Loyal Customers
CUST01136,60,14,32557.1,3,4,4,11,Loyal Customers
CUST01137,3,5,9119.800000000001,4,3,3,10,Loyal Customers
CUST01138,241,4,14015.92,2,3,3,8,At Risk
CUST01139,419,7,8825.16,1,3,2,6,At Risk
CUST01140,13,40,81281.29,4,4,4,12,Champions
CUST01141,31,2,1909.6,4,2,1,7,Potential Loyalist
CUST01142,216,7,11704.369999999999,2,3,3,8,At Risk
CUST01143,68,3,3929.1,3,2,1,6,Potential Loyalist
CUST01144,288,1,1744.02,1,1,1,3,Hibernating
CUST01145,42,4,7748.280000000001,4,3,2,9,Loyal Customers
CUST01146,65,29,61701.89,3,4,4,11,Loyal Customers
CUST01147,3,25,37991.02,4,4,4,12,Champions
CUST01148,131,3,5165.6,2,2,2,6,Hibernating
CUST01149,131,1,492.15,2,1,1,4,Hibernating
CUST01150,217,8,12305.55,2,4,3,9,At Risk
CUST01151,112,4,5149.14,3,3,2,8,Loyal Customers
CUST01152,194,1,1424.43,2,1,1,4,Hibernating
CUST01153,162,10,18864.93,2,4,4,10,At Risk
CUST01154,190,5,13942.3,2,3,3,8,At Risk
CUST01155,88,35,63280.78,3,4,4,11,Loyal Customers
CUST01156,11,2,1527.98,4,2,1,7,Potential Loyalist
CUST01157,253,3,1704.31,1,2,1,4,Hibernating
CUST01158,193,8,10802.83,2,4,3,9,At Risk
CUST01159,41,10,30758.75,4,4,4,12,Champions
CUST01160,74,9,12598.16,3,4,3,10,Loyal Customers
CUST01161,287,5,7580.23,1,3,2,6,At Risk
CUST01162,171,3,6575.56,2,2,2,6,Hibernating
CUST01163,9,11,19241.93,4,4,4,12,Champions
CUST01164,399,3,4366.79,1,2,2,5,Hibernating
CUST01166,139,1,318.54,2,1,1,4,Hibernating
CUST01167,194,2,5578.1900000000005,2,2,2,6,Hibernating
CUST01168,413,2,3604.02,1,2,1,4,Hibernating
CUST01169,289,12,25017.670000000002,1,4,4,9,At Risk
CUST01170,100,3,3803.58,3,2,1,6,Potential Loyalist
CUST01171,233,9,11145.17,2,4,3,9,At Risk
CUST01172,508,1,1136.6,1,1,1,3,Hibernating
CUST01173,339,11,15296.27,1,4,3,8,At Risk
CUST01174,24,2,2343.92,4,2,1,7,Potential Loyalist
CUST01175,65,1,1242.35,3,1,1,5,Potential Loyalist
CUST01176,1,34,75444.67,4,4,4,12,Champions
CUST01177,150,8,23457.55,2,4,4,10,At Risk
CUST01178,35,4,8906.51,4,3,2,9,Loyal Customers
CUST01179,53,2,2028.3400000000001,3,2,1,6,Potential Loyalist
CUST01180,165,13,26622.81,2,4,4,10,At Risk
CUST01181,207,5,14762.56,2,3,3,8,At Risk
CUST01182,150,11,24642.14,2,4,4,10,At Risk
CUST01183,90,7,14658.59,3,3,3,9,Loyal Customers
CUST01185,300,1,2912.79,1,1,1,3,Hibernating
CUST01186,204,3,3182.0099999999998,2,2,1,5,Hibernating
CUST01187,373,1,3368.36,1,1,1,3,Hibernating
CUST01188,190,3,3373.94,2,2,1,5,Hibernating
CUST01189,6,25,53896.96,4,4,4,12,Champions
CUST01190,88,4,10019.43,3,3,3,9,Loyal Customers
CUST01191,64,9,20688.65,3,4,4,11,Loyal Customers
CUST01192,256,6,6303.9800000000005,1,3,2,6,At Risk
CUST01193,208,7,8830.42,2,3,2,7,At Risk
CUST01194,274,2,3666.5299999999997,1,2,1,4,Hibernating
CUST01195,29,3,4643.780000000001,4,2,2,8,Potential Loyalist
CUST01196,479,2,2781.48,1,2,1,4,Hibernating
CUST01197,52,2,3237.56,3,2,1,6,Potential Loyalist
CUST01198,58,6,22789.25,3,3,4,10,Loyal Customers
CUST01199,359,4,3976.9400000000005,1,3,1,5,At Risk
CUST01200,237,1,1223.48,2,1,1,4,Hibernating
